entity_id,entity_table,sid,molecule,pmid,pmcid,doi,title,v1_claimed_evidence_type,v1_grade,v1_claimed_location,v2_proposed_decision,v2_evidence_type,v2_domain_match,v2_in_scope,v2_grade,v2_confidence,v2_passage_kind,v2_grounding_verified,v2_grounding_quote,v2_reason,extractor_model,human_decision,human_curator_id,human_evidence_grade,human_note
284,offtarget_evidence,283,TNFR1 siRNA,18096615,PMC2275081,10.1093/nar/gkm630,Knockdown of TNFR1 by the sense strand of an ICAM-1 siRNA: dissection of an off-target effect.,hybridization/mismatch off-target effect,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,"Reject: PMID 18096615; the abstained record was checked at abstract level, but hybridization/mismatch off-target effect is still not directly recoverable for TNFR1 siRNA."
285,offtarget_evidence,284,siCD46,15781493,PMC1069010,10.1093/nar/gki312,A systematic analysis of the silencing effects of an active siRNA at all single-nucleotide mismatched target sites.,hybridization/mismatch off-target effect,C,PubMed abstract sentence 3,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 15781493; no source passage or abstract wording gives a dependable offtarget call for siCD46.
286,offtarget_evidence,285,MED-siRNA,31509065,,10.1080/15257770.2019.1663384,Design of 2'-O-methyl RNA and DNA double-stranded oligonucleotides: naturally-occurring nucleotide components with strong RNA interference gene expression inhibitory activity.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,"Reject: PMID 31509065; the abstained record was checked at abstract level, but off-target evidence is still not directly recoverable for MED-siRNA."
287,offtarget_evidence,286,HBV siRNA,32738016,,10.1111/hepr.13552,Screening siRNAs against host glycosylation pathways to develop novel antiviral agents against hepatitis B virus.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 32738016; no source passage or abstract wording gives a dependable offtarget call for HBV siRNA.
288,offtarget_evidence,287,SNCG siRNA,27033537,,10.1007/s10295-016-1759-1,A novel conditional gene silencing method using a tumor-specific and heat-inducible siRNA system.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 27033537 abstract/title reviewed; no clear in-scope off-target evidence endpoint is grounded for SNCG siRNA.
289,offtarget_evidence,288,siDirect2,23027045,,10.1007/978-1-62703-119-6_3,Designing functional siRNA with reduced off-target effects.,seed-mediated off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 23027045; no source passage or abstract wording gives a dependable offtarget call for siDirect2.
290,offtarget_evidence,289,siMek1s,23682837,,10.1021/bc300642u,Effects of conformational alteration induced by D-/L-isonucleoside incorporation in siRNA on their stability in serum and silencing activity.,off-target evidence,B,PubMed abstract sentence 5,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 23682837; available abstract is not enough to curate off-target evidence for siMek1s as a verified offtarget record.
291,offtarget_evidence,290,EGFP siRNA,22612256,,10.1042/CBI20110662,Cell-selective gene silencing in prostate cancer LNCap cells using prostate-specific membrane antigen promoter and enhancer in vitro and in vivo.,off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 22612256 abstract/title reviewed; no clear in-scope off-target evidence endpoint is grounded for EGFP siRNA.
292,offtarget_evidence,291,RTP801 siRNA,22304497,,10.1089/jop.2011.0116,"Retina expression and cross-species validation of gene silencing by PF-655, a small interfering RNA against RTP801 for the treatment of ocular disease.",hybridization/mismatch off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 22304497; available abstract is not enough to curate hybridization/mismatch off-target effect for RTP801 siRNA as a verified offtarget record.
293,offtarget_evidence,292,fork-siRNA,21028964,,10.1089/oli.2010.0246,2'-O-methyl-modified anti-MDR1 fork-siRNA duplexes exhibiting high nuclease resistance and prolonged silencing activity.,hybridization/mismatch off-target effect,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,"Reject: PMID 21028964; the abstained record was checked at abstract level, but hybridization/mismatch off-target effect is still not directly recoverable for fork-siRNA."
294,offtarget_evidence,293,fork-siRNA,15737617,,10.1016/j.bbrc.2005.02.012,Influence of assembly of siRNA elements into RNA-induced silencing complex by fork-siRNA duplex carrying nucleotide mismatches at the 3'- or 5'-end of the sense-stranded siRNA element.,hybridization/mismatch off-target effect,C,PubMed abstract sentence 2,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,"Reject: PMID 15737617; the abstained record was checked at abstract level, but hybridization/mismatch off-target effect is still not directly recoverable for fork-siRNA."
295,offtarget_evidence,294,SARS- siRNA,37272117,PMC10243379,10.1080/15476286.2023.2217400,Biochemistry-informed design selects potent siRNAs against SARS-CoV-2.,hybridization/mismatch off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 37272117; no source passage or abstract wording gives a dependable offtarget call for SARS- siRNA.
296,offtarget_evidence,295,PE- siRNA,38203580,PMC10778708,10.3390/ijms25010401,YB-1 Is a Novel Target for the Inhibition of α-Adrenergic-Induced Hypertrophy.,seed-mediated off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 38203580; PE- siRNA remains unsupported for seed-mediated off-target effect after abstract-level review of 'YB-1 Is a Novel Target for the Inhibition of α-Adrenergic-Induced Hypertrophy.'.
297,offtarget_evidence,296,SNRPD3 siRNA,34703654,PMC8517100,10.1016/j.omtn.2021.09.004,Non-targeting control for MISSION shRNA library silences SNRPD3 leading to cell death or permanent growth arrest.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 34703654; no source passage or abstract wording gives a dependable offtarget call for SNRPD3 siRNA.
298,offtarget_evidence,297,PCBP2 siRNA,34095140,PMC8172583,10.3389/fcell.2021.671806,Knockdown of Splicing Complex Protein PCBP2 Reduces Extravillous Trophoblast Differentiation Through Transcript Switching.,transcriptome-level off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 34095140; PCBP2 siRNA remains unsupported for transcriptome-level off-target effect after abstract-level review of 'Knockdown of Splicing Complex Protein PCBP2 Reduces Extravillous Trophoblast Differentiation T?'.
299,offtarget_evidence,298,INCENP siRNA,31416840,PMC6774870manuscript-id: NIHMS1537537,10.1158/0008-5472.CAN-19-0695,"Targeting the Chromosomal Passenger Complex Subunit INCENP Induces Polyploidization, Apoptosis, and Senescence in Neuroblastoma.",off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 31416840; available abstract is not enough to curate off-target evidence for INCENP siRNA as a verified offtarget record.
300,offtarget_evidence,299,HCV siRNA,27441640,PMC4956106,10.1371/journal.pone.0159211,In Silico Design and Experimental Validation of siRNAs Targeting Conserved Regions of Multiple Hepatitis C Virus Genotypes.,off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,"Reject: PMID 27441640; the abstained record was checked at abstract level, but off-target evidence is still not directly recoverable for HCV siRNA."
301,offtarget_evidence,300,dicer-substrate-siRNA,27306408,PMC4956154,10.1177/1744806916653969,Functional inhibition of chemokine receptor CCR2 by dicer-substrate-siRNA prevents pain development.,hybridization/mismatch off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 27306408 abstract/title reviewed; no clear in-scope hybridization/mismatch off-target effect endpoint is grounded for dicer-substrate-siRNA.
302,offtarget_evidence,301,rnd-siRNA,26516083,PMC4647466,10.1261/rna.053637.115,Properties of short double-stranded RNAs carrying randomized base pairs: toward better controls for RNAi experiments.,seed-mediated off-target effect,B,PubMed abstract sentence 6,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 26516083; 'Properties of short double-stranded RNAs carrying randomized base pairs: toward better control?' does not provide a sufficiently specific administered-oligo offtarget endpoint for rnd-siRNA.
303,offtarget_evidence,302,RAS siRNA,25100204,PMC4184972manuscript-id: NIHMS620732,10.1158/2159-8290.CD-13-0900,Development of siRNA payloads to target KRAS-mutant cancer.,off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 25100204 abstract/title reviewed; no clear in-scope off-target evidence endpoint is grounded for RAS siRNA.
304,offtarget_evidence,303,Peptide-siRNA,25157820,PMC4191028,10.1172/JCI75673,Peptide-siRNA nanocomplexes targeting NF-κB subunit p65 suppress nascent experimental arthritis.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 25157820; Peptide-siRNA remains unsupported for off-target evidence after abstract-level review of 'Peptide-siRNA nanocomplexes targeting NF-κB subunit p65 suppress nascent experimental arthriti?'.
305,offtarget_evidence,304,ss-siRNA,22939619,PMC3444165manuscript-id: NIHMS400047,10.1016/j.cell.2012.08.002,Single-stranded RNAs use RNAi to potently and allele-selectively inhibit mutant huntingtin expression.,hybridization/mismatch off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 22939619; no source passage or abstract wording gives a dependable offtarget call for ss-siRNA.
306,offtarget_evidence,305,PARP1 siRNA,22761791,PMC3384639,10.1371/journal.pone.0039419,A magnetic bead-integrated chip for the large scale manufacture of normalized esiRNAs.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 22761791 abstract/title reviewed; no clear in-scope off-target evidence endpoint is grounded for PARP1 siRNA.
307,offtarget_evidence,306,NET1 siRNA,21284875,PMC3041777,10.1186/1471-2407-11-50,A functional and transcriptomic analysis of NET1 bioactivity in gastric cancer.,transcriptome-level off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 21284875; NET1 siRNA remains unsupported for transcriptome-level off-target effect after abstract-level review of 'A functional and transcriptomic analysis of NET1 bioactivity in gastric cancer.'.
308,offtarget_evidence,307,SNF2H siRNA,21249171,PMC3023163,10.1128/mBio.00330-10,Cellular SNF2H chromatin-remodeling factor promotes herpes simplex virus 1 immediate-early gene expression and replication.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 21249171; 'Cellular SNF2H chromatin-remodeling factor promotes herpes simplex virus 1 immediate-early gen?' does not provide a sufficiently specific administered-oligo offtarget endpoint for SNF2H siRNA.
309,offtarget_evidence,308,E6 siRNA,20885450,PMC2994641,10.1038/cgt.2010.38,Highly potent and specific siRNAs against E6 or E7 genes of HPV16- or HPV18-infected cervical cancers.,off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 20885450 abstract/title reviewed; no clear in-scope off-target evidence endpoint is grounded for E6 siRNA.
310,offtarget_evidence,309,RANK siRNA,20333451,PMC2885461manuscript-id: NIHMS196456,10.1007/s11095-010-0099-5,siRNA knock-down of RANK signaling to control osteoclast-mediated bone resorption.,off-target evidence,C,PubMed abstract sentence 8,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 20333451; RANK siRNA remains unsupported for off-target evidence after abstract-level review of 'siRNA knock-down of RANK signaling to control osteoclast-mediated bone resorption.'.
311,offtarget_evidence,310,NR1 siRNA,19185544,PMC2699265manuscript-id: NIHMS110850,10.1016/j.jpain.2008.09.013,siRNA-mediated knockdown of the NR1 subunit gene of the NMDA receptor attenuates formalin-induced pain behaviors in adult rats.,hybridization/mismatch off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 19185544 abstract/title reviewed; no clear in-scope hybridization/mismatch off-target effect endpoint is grounded for NR1 siRNA.
312,offtarget_evidence,311,MEK siRNA,19919690,PMC2781803,10.1186/1476-4598-8-104,Expression and function of hypoxia inducible factor-1 alpha in human melanoma under non-hypoxic conditions.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,"Reject: PMID 19919690; the abstained record was checked at abstract level, but off-target evidence is still not directly recoverable for MEK siRNA."
313,offtarget_evidence,312,short ASO,19430205,PMC2734876manuscript-id: NIHMS116332,10.4161/rna.6.3.8723,A short antisense oligonucleotide masking a unique intronic motif prevents skipping of a critical exon in spinal muscular atrophy.,off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 19430205; available abstract is not enough to curate off-target evidence for short ASO as a verified offtarget record.
314,offtarget_evidence,313,HBV siRNA,18378325,PMC7112819,10.1016/j.jviromet.2008.02.008,Inhibition of hepatitis B virus gene expression and replication by endoribonuclease-prepared siRNA.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 18378325; HBV siRNA remains unsupported for off-target evidence after abstract-level review of 'Inhibition of hepatitis B virus gene expression and replication by endoribonuclease-prepared s?'.
315,offtarget_evidence,314,LEDGF siRNA,16439544,PMC1367129,10.1128/JVI.80.4.1886-1896.2006,Transient and stable knockdown of the integrase cofactor LEDGF/p75 reveals its role in the replication cycle of human immunodeficiency virus.,hybridization/mismatch off-target effect,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 16439544; available abstract is not enough to curate hybridization/mismatch off-target effect for LEDGF siRNA as a verified offtarget record.
316,offtarget_evidence,315,siRNA-4,15681418,PMC546545,10.1128/JVI.79.4.2151-2159.2005,Inhibition of coxsackievirus B3 replication by small interfering RNAs requires perfect sequence match in the central region of the viral positive strand.,hybridization/mismatch off-target effect,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,"Reject: PMID 15681418; the abstained record was checked at abstract level, but hybridization/mismatch off-target effect is still not directly recoverable for siRNA-4."
317,offtarget_evidence,316,apoCIII-siRNA,36039858,,10.1002/biof.1885,Treatment of the metabolic syndrome by siRNA targeting apolipoprotein CIII.,off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 36039858; apoCIII-siRNA remains unsupported for off-target evidence after abstract-level review of 'Treatment of the metabolic syndrome by siRNA targeting apolipoprotein CIII.'.
318,offtarget_evidence,317,siRNA-7,37478121,,10.1002/biot.202300060,Multiple suppressing small interfering RNA for cancer treatment-Application to triple-negative breast cancer.,transcriptome-level off-target effect,C,PubMed abstract sentence 4,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 37478121; no source passage or abstract wording gives a dependable offtarget call for siRNA-7.
319,offtarget_evidence,318,BRAFV600E siRNA,29326440,,10.1038/s41388-017-0063-5,BRAF inhibition upregulates a variety of receptor tyrosine kinases and their downstream effector Gab2 in colorectal cancer cell lines.,off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 29326440; available abstract is not enough to curate off-target evidence for BRAFV600E siRNA as a verified offtarget record.
320,offtarget_evidence,319,EV siRNA,22921338,,10.1016/j.antiviral.2012.08.003,A novel minicircle vector based system for inhibting the replication and gene expression of enterovirus 71 and coxsackievirus A16.,off-target evidence,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 22921338; available abstract is not enough to curate off-target evidence for EV siRNA as a verified offtarget record.
321,offtarget_evidence,320,ALS- siRNA,21362317,,,Design of functional small interfering RNAs targeting amyotrophic lateral sclerosis-associated mutant alleles.,hybridization/mismatch off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 21362317; available abstract is not enough to curate hybridization/mismatch off-target effect for ALS- siRNA as a verified offtarget record.
322,offtarget_evidence,321,siRNA45,18839783,,,Inhibition of human metapneumovirus replication by small interfering RNA.,hybridization/mismatch off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 18839783; available abstract is not enough to curate hybridization/mismatch off-target effect for siRNA45 as a verified offtarget record.
323,offtarget_evidence,322,EV71 siRNA,17316836,,10.1016/j.antiviral.2007.01.004,Enhanced potency and efficacy of 29-mer shRNAs in inhibition of Enterovirus 71.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 17316836; 'Enhanced potency and efficacy of 29-mer shRNAs in inhibition of Enterovirus 71.' does not provide a sufficiently specific administered-oligo offtarget endpoint for EV71 siRNA.
324,offtarget_evidence,323,GFP siRNA,18066915,,10.1080/15257770701504033,RNAi activity of siRNAs modified with 2'-aminoalkyl-substituted fluorinated nucleobases.,hybridization/mismatch off-target effect,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 18066915; no source passage or abstract wording gives a dependable offtarget call for GFP siRNA.
325,offtarget_evidence,324,TAK1 siRNA,16843436,,10.1016/j.bbrc.2006.06.121,Small interfering RNAs generated by recombinant dicer induce inflammatory gene expression independent from the TAK1-NFkappaB-MAPK signaling pathways.,transcriptome-level off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 16843436; TAK1 siRNA remains unsupported for transcriptome-level off-target effect after abstract-level review of 'Small interfering RNAs generated by recombinant dicer induce inflammatory gene expression inde?'.
326,offtarget_evidence,325,siRNA-M184V,16290277,,10.1016/j.antiviral.2005.10.001,Inhibition of drug-resistant HIV-1 by RNA interference.,hybridization/mismatch off-target effect,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 16290277; no source passage or abstract wording gives a dependable offtarget call for siRNA-M184V.
327,offtarget_evidence,326,WNV siRNA,16870272,,10.1016/j.antiviral.2006.06.005,Expression of vector-based small interfering RNA against West Nile virus effectively inhibits virus replication.,hybridization/mismatch off-target effect,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 16870272; no source passage or abstract wording gives a dependable offtarget call for WNV siRNA.
328,offtarget_evidence,327,DNP-siRNA,16201907,,10.1089/oli.2005.15.196,Biomembrane-permeable and Ribonuclease-resistant siRNA with enhanced activity.,hybridization/mismatch off-target effect,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 16201907; 'Biomembrane-permeable and Ribonuclease-resistant siRNA with enhanced activity.' does not provide a sufficiently specific administered-oligo offtarget endpoint for DNP-siRNA.
329,offtarget_evidence,328,EV71 siRNA,16083932,,10.1016/j.virol.2005.06.047,RNA interference against enterovirus 71 infection.,off-target evidence,C,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 16083932; available abstract is not enough to curate off-target evidence for EV71 siRNA as a verified offtarget record.
330,offtarget_evidence,329,GFP siRNA,15707982,,10.1016/j.bbrc.2005.01.066,Transient strong reduction of PTEN expression by specific RNAi induces loss of adhesion of the cells.,transcriptome-level off-target effect,B,PubMed abstract,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 15707982; no source passage or abstract wording gives a dependable offtarget call for GFP siRNA.
331,offtarget_evidence,330,F7-1 siRNA,22258146,PMC3342946,10.4161/rna.9.1.18121,Single base mismatches in the mRNA target site allow specific seed region-mediated off-target binding of siRNA targeting human coagulation factor 7.,seed-mediated off-target effect,B,Results > Enrichment analysis of seed region matches in F7-1 off-target genes; paragraph 13,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,accept,ni_jie,B,"Accept B: PubMed abstract gives a direct abstract-level signal for seed-mediated off-target effect in F7-1 siRNA; no full passage, so curator kept confidence limited."
332,offtarget_evidence,331,DNA-modified siRNA,18267968,PMC2367719,10.1093/nar/gkn042,Functional dissection of siRNA sequence by systematic DNA substitution: modified siRNA with a DNA seed arm is a powerful tool for mammalian gene silencing with significantly reduced off-target effect.,seed-mediated off-target effect,B,RESULTS > Genome-wide analysis of off-target effects due to DNA-modified-siRNA-dependent gene silencing; paragraph 35,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 18267968; DNA-modified siRNA remains unsupported for seed-mediated off-target effect after abstract-level review of 'Functional dissection of siRNA sequence by systematic DNA substitution: modified siRNA with a?'.
333,offtarget_evidence,332,ATXN3-AON,41066632,PMC12581821,10.1093/hmg/ddaf153,Determining off-target effects of splice-switching antisense oligonucleotides using short read RNAseq in neuronally differentiated human induced pluripotent stem cells.,hybridization/mismatch off-target effect,B,Results > Hybridization-dependent off-target splicing events do not play a major role after transfection; paragraph 19,accept,transcriptome-level hybridization-dependent off-target effect,True,True,A,0.94,pmc_full_text,True,"In this study, we used three different splice-switching AONs targeting three different human transcripts to study their transcriptome-wide, hybridization-dependent off-target effects with short read RNAseq.",Full-text RNAseq study of splice-switching AONs directly assessed transcriptome-wide hybridization-dependent off-target splicing events.,codex_gpt-5.5_manual_agent,accept,ni_jie,A,
334,offtarget_evidence,333,modified duplex,41994868,PMC13096799,10.1093/nar/gkag345,Acyclic serinol nucleic acid modification of siRNAs overcomes seed region mediated off-target effects while maintaining potency.,seed-mediated off-target effect,B,Results > In vitro gene silencing of modified siRNA containing SNA modifications; paragraph 28,accept,seed-mediated off-target effect,True,True,A,0.95,pmc_full_text,True,"The greatest impact of SNA modification was observed when included at position g7 in si-50, with a relative off-target IC50 increase of ~260-fold over the parent si-47.",Full-text GalNAc-siRNA reporter results show seed-region SNA modification mitigated miRNA-like off-target activity while preserving therapeutic siRNA potency.,codex_gpt-5.5_manual_agent,accept,ni_jie,A,
335,offtarget_evidence,334,E6 siRNA,33664996,PMC7900643,10.1016/j.omtn.2021.01.018,AGO-accessible anticancer siRNAs designed with synergistic miRNA-like activity.,seed-mediated off-target effect,B,Results > Transcriptome-wide analyses of mi/siRNAs targeting E6/E7; paragraph 17,reject,"intentional miRNA-like efficacy, not unintended off-target safety evidence",False,True,NA,0.80,pmc_full_text,False,NONE,The paper intentionally designs anticancer siRNAs to exploit tumor-suppressive miRNA-like seed activity and reports efficacy; this is not observed unintended off-target safety evidence under the v2 contract.,codex_gpt-5.5_manual_agent,reject,ni_jie,C,Reject: PMID 33664996; The paper intentionally designs anticancer siRNAs to exploit tumor-suppressive miRNA-like seed activity and reports efficacy; this is not observed unintended off-target safety evidence under the v2 contract.
336,offtarget_evidence,335,sli-siRNA,29718312,PMC6061797,10.1093/nar/gky287,Differences in silencing of mismatched targets by sliced versus diced siRNAs.,seed-mediated off-target effect,B,RESULTS > Reporters to test the silencing efficiency of RNAi triggers against mismatched targets; paragraph 20,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,reject,ni_jie,C,Reject: PMID 29718312; available abstract is not enough to curate seed-mediated off-target effect for sli-siRNA as a verified offtarget record.
337,offtarget_evidence,336,UNA-T siRNA,21047800,PMC3061082,10.1093/nar/gkq961,Improved specificity of gene silencing by siRNAs containing unlocked nucleobase analogs.,seed-mediated off-target effect,B,RESULTS > Global off-target analysis; paragraph 23,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,accept,ni_jie,B,"Accept B: PubMed abstract gives a direct abstract-level signal for seed-mediated off-target effect in UNA-T siRNA; no full passage, so curator kept confidence limited."
338,offtarget_evidence,337,siCD46 siRNA,18420656,PMC2396434,10.1093/nar/gkn190,Analysis of siRNA specificity on targets with double-nucleotide mismatches.,hybridization/mismatch off-target effect,B,RESULTS > Comparison of site-specific alterations in siRNA or target sequence; paragraph 15,abstain,none,False,False,NA,0.0,none,False,NONE,no source passage available; abstain required by Task A contract,codex_no_source_abstain_rule,accept,ni_jie,C,"Accept C: PubMed abstract gives a weak abstract-level signal for hybridization/mismatch off-target effect in siCD46 siRNA; no full passage, so curator kept confidence limited."
