pmid,source_type,reuse_category,license_status,priority,query_label,score,title,journal,publication_year
35021888,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Combining Heparin and a FX/Xa Aptamer to Reduce Thrombin Generation in Cardiopulmonary Bypass and COVID-19.,Nucleic Acid Ther,2022
35016113,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,"Dual Sigma-1 receptor antagonists and hydrogen sulfide-releasing compounds for pain treatment: Design, synthesis, and pharmacological evaluation.",Eur J Med Chem,2022
35015683,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Modulation of CD22 Protein Expression in Childhood Leukemia by Pervasive Splicing Aberrations: Implications for CD22-Directed Immunotherapies.,Blood Cancer Discov,2022
35012307,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Aptamer-Target Recognition-Promoted Ratiometric Electrochemical Strategy for Evaluating the Microcystin-LR Residue in Fish without Interferences.,J Agric Food Chem,2022
35008019,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Plasma colorimetric aptasensor for the detection of chloramphenicol in honey based on cage Au@AuNPs and cascade hybridization chain reaction.,Food Chem,2022
34996842,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Sensitive visualization of SARS-CoV-2 RNA with CoronaFISH.,Life Sci Alliance,2022
34990404,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Rapid idiosyncratic mechanisms of clinical resistance to KRAS G12C inhibition.,J Clin Invest,2022
34985829,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Improving Structural Stability and Anticoagulant Activity of a Thrombin Binding Aptamer by Aromatic Modifications.,Chembiochem,2022
34954246,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Methylmercury-induced hair cell loss requires hydrogen peroxide production and leukocytes in zebrafish embryos.,Toxicol Lett,2022
34937345,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Impedance-Based Nanoporous Anodized Alumina/ITO Platforms for Label-Free Biosensors.,ACS Appl Mater Interfaces,2022
34923309,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Development of a novel liquid crystal Apta-sensing platform using P-shape molecular switch.,Biosens Bioelectron,2022
34921016,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026,0,ASO-Based PKM Splice-Switching Therapy Inhibits Hepatocellular Carcinoma Growth.,Cancer Res,2022
34915704,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Structural Modifications to the Internal Oligoguanidinium Transporter Uncover Two Potent Analogues that Effectively Deliver the Proapoptotic Peptide in Multiple Cancer Cell Lines.,Bioconjug Chem,2022
34913119,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_safety_broad_2010_2026,0,Generating Zebrafish RNA-Less Mutant Alleles by Deleting Gene Promoters with CRISPR/Cas9.,Methods Mol Biol,2022
34906054,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,A Novel Approach for Designing Electrochemical Aptamer-Based Biosensor for Ultrasensitive Detection of Zearalenone as a Prevalent Estrogenic Mycotoxin.,Curr Med Chem,2022
34897841,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Activity and substrate specificity of lytic polysaccharide monooxygenases: An ATR FTIR-based sensitive assay tested on a novel species from Pseudomonas putida.,Protein Sci,2022
34857350,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,A label-free colorimetric aptasensor based on split aptamers-chitosan oligosaccharide-AuNPs nanocomposites for sensitive and selective detection of kanamycin.,Talanta,2022
34853819,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026,0,Ionizable lipid-assisted efficient hepatic delivery of gene editing elements for oncotherapy.,Bioact Mater,2022
34848243,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,Aptamer-mediated doxorubicin delivery reduces HCC burden in 3D organoids model.,J Control Release,2022
34838451,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Signaling probe design for amplification-free detection of bacterial genes using DNA microarray.,J Biosci Bioeng,2022
34837191,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,"Optical and Electrochemical Aptasensors for Sensitive Detection of Aflatoxin B(1) and Aflatoxin M(1) in Blood Serum, Grape Juice, and Milk Samples.",Methods Mol Biol,2022
34821449,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Incorporation and Utility of a Responsive Ribonucleoside Analogue in Probing the Conformation of a Viral RNA Motif by Fluorescence and (19) F NMR Spectroscopy.,Chembiochem,2022
34799047,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Hybridized double-shell periodic mesoporous organosilica nanotheranostics for ultrasound imaging guided photothermal therapy.,J Colloid Interface Sci,2022
34779902,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Aptamer functionalized and reduced graphene oxide hybridized porous polymers SPE coupled with LC-MS for adsorption and detection of human α-thrombin.,Anal Bioanal Chem,2022
34766313,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Improvement of Transfection with PepFects Using Organic and Inorganic Materials.,Methods Mol Biol,2022
34756190,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Gene replacement therapy with onasemnogene abeparvovec in children with spinal muscular atrophy aged 24 months or younger and bodyweight up to 15 kg: an observational cohort study.,Lancet Child Adolesc Health,2022
34743371,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,"Melatonin receptor 1A, but not 1B, knockout decreases biliary damage and liver fibrosis during cholestatic liver injury.",Hepatology,2022
34716880,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Targeted design of green carbon dot-CA-125 aptamer conjugate for the fluorescence imaging of ovarian cancer cell.,Cell Biochem Biophys,2022
34713547,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Host-mediated attenuation of gut sucrase in mustard aphid Lipaphis erysimi impaired its parthenogenetic reproduction on Indian mustard Brassica juncea.,Pest Manag Sci,2022
34711617,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,Affibody-Mediated PNA-Based Pretargeted Cotreatment Improves Survival of Trastuzumab-Treated Mice Bearing HER2-Expressing Xenografts.,J Nucl Med,2022
34689658,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,VEGF aptamer/i-motif-grafted multi-functional SPION nanocarrier for chemotherapeutic/phototherapeutic synergistic research.,J Biomater Appl,2022
34687134,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,The stereospecific interaction sites and target specificity of cGMP analogs in mouse cortex.,Chem Biol Drug Des,2022
34642457,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Astrocytes in the ventral pallidum extinguish heroin seeking through GAT-3 upregulation and morphological plasticity at D1-MSN terminals.,Mol Psychiatry,2022
34635267,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Highly sensitive and selective lateral flow aptasensor for anti-coagulant dabigatran etexilate determination in blood.,Talanta,2022
34635231,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,SARS-CoV-2 detection with aptamer-functionalized gold nanoparticles.,Talanta,2022
34617153,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Polypyrrole-palladium nanocomposite as a high-efficiency transducer for thrombin detection with liposomes as a label.,Anal Bioanal Chem,2022
34605045,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026,0,"BMS-986263 in patients with advanced hepatic fibrosis: 36-week results from a randomized, placebo-controlled phase 2 trial.",Hepatology,2022
34525687,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Estrogen receptor: A potential linker of estrogenic and dopaminergic pathways in zebrafish larvae following deltamethrin exposure.,Sci Total Environ,2022
34510327,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,A case of peritoneal dialysis-related peritonitis caused by dialysate leakage with successful treatment by intravenous and intraperitoneal antibiotic therapy.,CEN Case Rep,2022
34492513,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Signal amplification of SiO(2) nanoparticle loaded horseradish peroxidase for colorimetric detection of lead ions in water.,Spectrochim Acta A Mol Biomol Spectrosc,2022
34428858,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,SARS-CoV-2 infection and venous thromboembolism after surgery: an international prospective cohort study.,Anaesthesia,2022
34424352,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,Low-energy high-frequency Ho-YAG lithotripsy: is RIRS going forward? A case-control study.,Urolithiasis,2022
34403681,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Deliver the promise: RNAs as a new class of molecular entities for therapy and vaccination.,Pharmacol Ther,2022
34371183,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Targeting KIT by frameshifting mRNA transcripts as a therapeutic strategy for aggressive mast cell neoplasms.,Mol Ther,2022
34350824,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,"Acute kidney injury after the arterial switch operation: incidence, risk factors, and outcomes.",Cardiol Young,2022
34325245,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Novel label-free fluorescence aptasensor for chloramphenicol detection based on a DNA four-arm junction-assisted signal amplification strategy.,Food Chem,2022
34320373,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,A structure-specific small molecule inhibits a miRNA-200 family member precursor and reverses a type 2 diabetes phenotype.,Cell Chem Biol,2022
34273082,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,Critical peritonitis secondary to gastrointestinal mucormycosis in a peritoneal dialysis patient: a case report.,CEN Case Rep,2022
34241810,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Plasma Kallikrein Contributes to Intracerebral Hemorrhage and Hypertension in Stroke-Prone Spontaneously Hypertensive Rats.,Transl Stroke Res,2022
34238104,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,MiR-494-mediated Effects on the NF-κB Signaling Pathway Regulate Lipopolysaccharide-Induced Acute Kidney Injury in Mice.,Immunol Invest,2022
34229590,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,"Indian Indigenous Fruits as Radioprotective Agents: Past, Present and Future.",Anticancer Agents Med Chem,2022
33620071,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026,0,The vasculature: a therapeutic target in heart failure?,Cardiovasc Res,2022
35480001,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Hydroxylation of benzene to phenol over heteropoly acid H(5)PMo(10)V(2)O(40) supported on amine-functionalized MCM-41.,RSC Adv,2021
35125952,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Acute post-streptococcal glomerulonephritis - immune-mediated acute kidney injury - case report and literature review.,Cent Eur J Immunol,2021
35056924,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Profiling Cancer Cells by Cell-SELEX: Use of Aptamers for Discovery of Actionable Biomarkers and Therapeutic Applications Thereof.,Pharmaceutics,2021
35025707,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_conjugate_clinical_safety_2020_2026,0,An evaluation of the pharmacokinetics of inclisiran in the treatment of atherosclerotic cardiovascular disease.,Expert Opin Drug Metab Toxicol,2021
35014475,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Synthesis of Polyhedral Metal-Organic Framework@Mesoporous Silica Hybrid Nanocomposites with Branched Shapes.,ACS Appl Bio Mater,2021
34949196,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Poly (N-vinylpyrrolidone) modification mitigates plasma protein corona formation on phosphomolybdate-based nanoparticles.,J Nanobiotechnology,2021
34948423,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,"Combined In Silico, Ex Vivo, and In Vivo Assessment of L-17, a Thiadiazine Derivative with Putative Neuro- and Cardioprotective and Antidepressant Effects.",Int J Mol Sci,2021
34948105,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Cell Penetrating Peptide-Based Self-Assembly for PD-L1 Targeted Tumor Regression.,Int J Mol Sci,2021
34946957,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Analysis of Peripheral Blood Mononuclear Cells Gene Expression Highlights the Role of Extracellular Vesicles in the Immune Response following Hematopoietic Stem Cell Transplantation in Children.,Genes (Basel),2021
34943966,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,MUT-7 Provides Molecular Insight into the Werner Syndrome Exonuclease.,Cells,2021
34940238,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Development of Multiplex PCR Coupled DNA Chip Technology for Assessment of Endogenous and Exogenous Allergens in GM Soybean.,Biosensors (Basel),2021
34938127,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Pharmacological Profile of Viltolarsen for the Treatment of Duchenne Muscular Dystrophy: A Japanese Experience.,Clin Pharmacol,2021
34909800,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Casimersen for Duchenne muscular dystrophy.,Drugs Today (Barc),2021
34884504,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Optimization of Apta-Sensing Platform for Detection of Prostate Cancer Marker PCA3.,Int J Mol Sci,2021
34865644,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Selective targeting of angiopoietin-like 3 (ANGPTL3) with vupanorsen for the treatment of patients with familial partial lipodystrophy (FPLD): results of a proof-of-concept study.,Lipids Health Dis,2021
34803495,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Mir24-2-5p suppresses the osteogenic differentiation with Gnai3 inhibition presenting a direct target via inactivating JNK-p38 MAPK signaling axis.,Int J Biol Sci,2021
34802527,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Berberine affords protection against oxidative stress and apoptotic damage in F1 generation of wistar rats following lactational exposure to chlorpyrifos.,Pestic Biochem Physiol,2021
34796728,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026,0,Dysregulation of miR-21-associated miRNA regulatory networks by chronic ethanol consumption impairs liver regeneration.,Physiol Genomics,2021
34792071,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Site-selective and inducible acylation of thrombin using aptamer-catalyst conjugates.,Chem Commun (Camb),2021
34790118,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026,0,Lessons Learned from Discontinued Clinical Developments in Duchenne Muscular Dystrophy.,Front Pharmacol,2021
34782635,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Gene editing with CRISPR-Cas12a guides possessing ribose-modified pseudoknot handles.,Nat Commun,2021
34760021,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Bioinformatics Analysis for Identifying Pertinent Pathways and Genes in Sepsis.,Comput Math Methods Med,2021
34741870,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Verification of the role of spiperone in the treatment of COPD through bioinformatics analysis.,Int Immunopharmacol,2021
34731573,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,"Cross-Chiral, RNA-Catalyzed Exponential Amplification of RNA.",J Am Chem Soc,2021
34721050,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026,0,Toward a New Paradigm for Targeted Natriuretic Peptide Enhancement in Heart Failure.,Front Physiol,2021
34700182,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Simultaneous derivatization and liquid-solid phase transition microextraction of six biogenic amines in foods followed by narrowbore liquid chromatography-ultraviolet detection.,J Chromatogr A,2021
34683189,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,4-Nitrophenol-Loaded Magnetic Mesoporous Silica Hybrid Materials for Spectrometric Aptasensing of Carcinoembryonic Antigen.,Micromachines (Basel),2021
34681893,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,The Role of Nrf2 Transcription Factor and Sp1-Nrf2 Protein Complex in Glutamine Transporter SN1 Regulation in Mouse Cortical Astrocytes Exposed to Ammonia.,Int J Mol Sci,2021
34678899,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Familial chylomicronemia syndrome due to a heterozygous deletion of the chromosome 8 treated with the apoCIII inhibitor volanesorsen: A case report.,Medicine (Baltimore),2021
34677938,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Nanoparticle-Mediated In Situ Molecular Reprogramming of Immune Checkpoint Interactions for Cancer Immunotherapy.,ACS Nano,2021
34672953,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,An in vitro system to silence mitochondrial gene expression.,Cell,2021
34645280,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,N-Acetyl Galactosamine Targeting: Paving the Way for Clinical Application of Nucleotide Medicines in Cardiovascular Diseases.,Arterioscler Thromb Vasc Biol,2021
34639143,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Exosite Binding in Thrombin: A Global Structural/Dynamic Overview of Complexes with Aptamers and Other Ligands.,Int J Mol Sci,2021
34638603,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Tagging and Capturing of Lentiviral Vectors Using Short RNAs.,Int J Mol Sci,2021
34622901,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Bio-inspired dynamic biomolecule assembling for fine regulation of protein activity.,Chem Commun (Camb),2021
34606652,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Application of Sigma metrics in the quality control strategies of immunology and protein analytes.,J Clin Lab Anal,2021
34598060,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_safety_broad_2010_2026,0,Prioritising breast cancer theranostics: A current medical longing in oncology.,Cancer Treat Res Commun,2021
34597019,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Aptamer-Based Solution-Gated Graphene Transistors for Highly Sensitive and Real-Time Detection of Thrombin Molecules.,Anal Chem,2021
34595229,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,The E3 Ubiquitin Ligase TRIM25 Inhibits Tembusu Virus Replication in vitro.,Front Vet Sci,2021
34572544,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Recognition Interface of the Thrombin Binding Aptamer Requires Antiparallel Topology of the Quadruplex Core.,Biomolecules,2021
34566407,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,CpG Oligodeoxynucleotide Developed to Activate Primate Immune Responses Promotes Antitumoral Effects in Combination with a Neoantigen-Based mRNA Cancer Vaccine.,Drug Des Devel Ther,2021
34546713,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Electrochemical Microfluidic Paper-Based Aptasensor Platform Based on a Biotin-Streptavidin System for Label-Free Detection of Biomarkers.,ACS Appl Mater Interfaces,2021
34543669,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Exposure of silver nanocolloids causes glycosylation disorders and embryonic deformities in medaka.,Toxicol Appl Pharmacol,2021
34538331,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Development of Fe(3)O(4)@Au nanoparticles coupled to Au@Ag core-shell nanoparticles for the sensitive detection of zearalenone.,Anal Chim Acta,2021
34522592,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,"A review of existing strategies for designing long-acting parenteral formulations: Focus on underlying mechanisms, and future perspectives.",Acta Pharm Sin B,2021
34521881,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,The role of DNA-binding and ARNT dimerization on the nucleo-cytoplasmic translocation of the aryl hydrocarbon receptor.,Sci Rep,2021
34512901,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Advances in endoscopic therapy using grasping-type scissors forceps (with video).,World J Gastrointest Surg,2021
34508350,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_safety_broad_2010_2026,0,Small circular interfering RNAs (sciRNAs) as a potent therapeutic platform for gene-silencing.,Nucleic Acids Res,2021
34494176,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Amplified plasmonic and microfluidic setup for DNA monitoring.,Mikrochim Acta,2021
34474856,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Folate targeted hybrid lipo-polymeric nanoplexes containing docetaxel and miRNA-34a for breast cancer treatment.,Mater Sci Eng C Mater Biol Appl,2021
34463001,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,"Elevated pulmonary levels of Axin2 in mice exposed to herbicide 2,4-D with or without endotoxin.",J Biochem Mol Toxicol,2021
34454309,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Bacterial YedK represses plasmid DNA replication and transformation through its DNA single-strand binding activity.,Microbiol Res,2021
34440222,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026,0,Vivo-Morpholino-Based Antiviral for SARS-CoV-2: Implications for Novel Therapies in the Treatment of Acute COVID-19 Disease.,Biomedicines,2021
34437748,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Target-Dependent Protection of DNA Aptamers against Nucleolytic Digestion Enables Signal-On Biosensing with Toehold-Mediated Rolling Circle Amplification.,Chemistry,2021
34431634,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026,0,[Bempedoic acid and inclisiran : two new drugs to treat hypercholesterolemia].,Rev Med Suisse,2021
34425169,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,Time-dependent genomic response in primary human uroepithelial cells exposed to arsenite for up to 60 days.,Toxicology,2021
34413930,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026,0,DNA-Aptamer Raised against Receptor for Advanced Glycation End Products Improves Survival Rate in Septic Mice.,Oxid Med Cell Longev,2021
34402304,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Aptamer-Integrated Scaffolds for Biologically Functional DNA Origami Structures.,ACS Appl Mater Interfaces,2021
34385691,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Cholesterol-functionalized DNA/RNA heteroduplexes cross the blood-brain barrier and knock down genes in the rodent CNS.,Nat Biotechnol,2021
34379978,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Efficient and Versatile Application of Fluorescence DNA-Conjugated CdTe Quantum Dots Nanoprobe for Detection of a Specific Target DNA of SARS Cov-2 Virus.,Langmuir,2021
34378168,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Dravet Syndrome: Novel Approaches for the Most Common Genetic Epilepsy.,Neurotherapeutics,2021
34371695,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026,0,Recent Advances in Liposomal-Based Anti-Inflammatory Therapy.,Pharmaceutics,2021
34370555,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Analysis of the Manganese and MntR Regulon in Corynebacterium diphtheriae.,J Bacteriol,2021
34364558,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Chitosan nanoparticles fabricated through host-guest interaction for enhancing the immunostimulatory effect of CpG oligodeoxynucleotide.,Carbohydr Polym,2021
34361773,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,Structural and Binding Effects of Chemical Modifications on Thrombin Binding Aptamer (TBA).,Molecules,2021
34349215,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026,0,"Genome-wide association studies for production, respiratory disease, and immune-related traits in Landrace pigs.",Sci Rep,2021
34345968,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_sequence_dependent_toxicity_2020_2026,0,Amplified electrochemical antibiotic aptasensing based on electrochemically deposited AuNPs coordinated with PEI-functionalized Fe-based metal-organic framework.,Mikrochim Acta,2021
