source_key,pmid,source_type,reuse_category,license_status,priority,notes
pubmed_discovery_38819395,38819395,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Efficacy and Safety of Donidalorsen for Hereditary Angioedema.
pubmed_discovery_38767982,38767982,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Coordination-Driven Self-Assembly of Metal Ion-Antisense Oligonucleotide Nanohybrids for Chronic Bacterial Infection Therapy.
pubmed_discovery_38749176,38749176,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Efficient systemic CNS delivery of a therapeutic antisense oligonucleotide with a blood-brain barrier-penetrating ApoE-derived peptide.
pubmed_discovery_38706632,38706632,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; ASOptimizer: Optimizing antisense oligonucleotides through deep learning for IDO1 gene regulation.
pubmed_discovery_38654375,38654375,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Regulation of human microglial gene expression and function via RNAase-H active antisense oligonucleotides in vivo in Alzheimer's disease.
pubmed_discovery_38636882,38636882,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; A potent bioreducible ionizable lipid nanoparticle enables siRNA delivery for retinal neovascularization inhibition.
pubmed_discovery_38616115,38616115,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_toxicity_safety_2024_2026; score=4; Oral Administration of PLGA Nanoparticles to Deliver Antisense Oligonucleotides to Inflammatory Lesions in the Gastrointestinal Tract.
pubmed_discovery_38504437,38504437,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Population pharmacokinetics of a novel PCSK9 antisense oligonucleotide.
pubmed_discovery_38464319,38464319,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Skeletal muscle effects of antisense oligonucleotides targeting glycogen synthase 1 in a mouse model of Pompe disease.
pubmed_discovery_38458742,38458742,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026; score=4; Biosafety and regulatory issues of RNA therapeutics.
pubmed_discovery_38436880,38436880,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Novel synthesized ionizable lipid for LNP-mediated P2X7siRNA to inhibit migration and induce apoptosis of breast cancer cells.
pubmed_discovery_38419941,38419941,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Tissue pharmacokinetics of antisense oligonucleotides.
pubmed_discovery_38379891,38379891,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_offtarget_transcriptome_2023_2026; score=4; Synergistic Effect of an Antisense Oligonucleotide and Small Molecule on Splicing Correction of the Spinal Muscular Atrophy Gene.
pubmed_discovery_38369231,38369231,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Allele-specific antisense oligonucleotides for the treatment of BEST1-related dominantly inherited retinal diseases: An in vitro model.
pubmed_discovery_38126776,38126776,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Injectable Biodegradable Silica Depot for Controlled Subcutaneous Delivery of Antisense Oligonucleotides with beyond Monthly Administration.
pubmed_discovery_38010230,38010230,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=4; Challenges of Assessing Exon 53 Skipping of the Human DMD Transcript with Locked Nucleic Acid-Modified Antisense Oligonucleotides in a Mouse Model for Duchenne Muscular Dystrophy.
pubmed_discovery_37995087,37995087,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_kidney_toxicity_2020_2026; score=4; Safety Concerns with Nusinersen, Risdiplam, and Onasemnogene Abeparvovec in Spinal Muscular Atrophy: A Real-World Pharmacovigilance Study."
pubmed_discovery_37830609,37830609,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"sso_splice_oligo_safety_2020_2026; score=4; Enhancing Antisense Oligonucleotide-Based Therapeutic Delivery with DG9, a Versatile Cell-Penetrating Peptide."
pubmed_discovery_37429729,37429729,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; In Vivo Metabolite Profiles of an N-Acetylgalactosamine-Conjugated Antisense Oligonucleotide AZD8233 Using Liquid Chromatography High-Resolution Mass Spectrometry: A Cross-Species Comparison in Animals and Humans.
pubmed_discovery_37364611,37364611,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026; score=4; Polyplex designs for improving the stability and safety of RNA therapeutics.
pubmed_discovery_37207382,37207382,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_kidney_toxicity_2020_2026; score=4; Safety, tolerability and pharmacokinetics of eteplirsen in young boys aged 6-48 months with Duchenne muscular dystrophy amenable to exon 51 skipping."
pubmed_discovery_37077890,37077890,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026; score=4; CRISPR/Cas9-generated mouse model with humanizing single-base substitution in the Gnao1 for safety studies of RNA therapeutics.
pubmed_discovery_37005891,37005891,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"sso_splice_oligo_safety_2020_2026; score=4; Efficacy and Safety of Viltolarsen in Boys With Duchenne Muscular Dystrophy: Results From the Phase 2, Open-Label, 4-Year Extension Study."
pubmed_discovery_36910710,36910710,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=4; Antisense oligonucleotide therapy corrects splicing in the common Stargardt disease type 1-causing variant ABCA4 c.5461-10T>C.
pubmed_discovery_36853144,36853144,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Safety and Biodistribution of Nanoligomers Targeting the SARS-CoV-2 Genome for the Treatment of COVID-19.
pubmed_discovery_36602748,36602748,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Safety and Effectiveness of Lenvatinib in Patients with Unresectable Hepatocellular Carcinoma in Real-World Clinical Practice: An Observational Post-Marketing Study in Japan.
pubmed_discovery_36521639,36521639,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Engineered ionizable lipid nanoparticles mediated efficient siRNA delivery to macrophages for anti-inflammatory treatment of acute liver injury.
pubmed_discovery_36512627,36512627,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026; score=4; RNA Therapeutics for Improving CAR T-cell Safety and Efficacy.
pubmed_discovery_36464085,36464085,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=4; Non-SUMOylated alternative spliced isoforms of alpha-synuclein are more aggregation-prone and toxic.
pubmed_discovery_36228827,36228827,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_kidney_toxicity_2020_2026; score=4; Focal Segmental Glomerulosclerosis Complicating Therapy With Inotersen, an Antisense Oligonucleotide Inhibitor: A Case Report."
pubmed_discovery_36421306,36421306,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Targeting SAM-I Riboswitch Using Antisense Oligonucleotide Technology for Inhibiting the Growth of Staphylococcus aureus and Listeria monocytogenes.
pubmed_discovery_36397636,36397636,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Nano drug delivery systems for antisense oligonucleotides (ASO) therapeutics.
pubmed_discovery_36195542,36195542,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_kidney_toxicity_2020_2026; score=4; Volanesorsen, an antisense oligonucleotide to apolipoprotein C-III, increases lipoprotein lipase activity and lowers triglycerides in partial lipodystrophy."
pubmed_discovery_36191773,36191773,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Development of amino acid-modified biodegradable lipid nanoparticles for siRNA delivery.
pubmed_discovery_36126785,36126785,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Spray drying siRNA-lipid nanoparticles for dry powder pulmonary delivery.
pubmed_discovery_36090761,36090761,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026; score=4; Identification and characterization of a MAPT-targeting locked nucleic acid antisense oligonucleotide therapeutic for tauopathies.
pubmed_discovery_35908242,35908242,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Long-term efficacy and safety of inotersen for hereditary transthyretin amyloidosis: NEURO-TTR open-label extension 3-year update.
pubmed_discovery_35860385,35860385,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"sso_splice_oligo_safety_2020_2026; score=4; Developing antisense oligonucleotides for a TECPR2 mutation-induced, ultra-rare neurological disorder using patient-derived cellular models."
pubmed_discovery_35854777,35854777,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Efficacy and Safety Differences between Domestic Paclitaxel Drug-Coated Balloons and Metal Bare Stents in the Treatment of ASO of Femoral-Popliteal Arteries Type IIA-C.
pubmed_discovery_35667416,35667416,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_conjugate_clinical_safety_2020_2026; score=4; ANGPTL4 silencing via antisense oligonucleotides reduces plasma triglycerides and glucose in mice without causing lymphadenopathy.
pubmed_discovery_35653229,35653229,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; AZD8233 antisense oligonucleotide targeting PCSK9 does not prolong QT interval.
pubmed_discovery_35634851,35634851,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=4; Long-Term Functional Efficacy and Safety of Viltolarsen in Patients with Duchenne Muscular Dystrophy.
pubmed_discovery_35561842,35561842,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"aso_kidney_toxicity_2020_2026; score=4; Spatial analysis of drug absorption, distribution, metabolism, and toxicology using mass spectrometry imaging."
pubmed_discovery_35387780,35387780,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"locked_nucleic_acid_safety_2020_2026; score=4; Direct targeting of FOXP3 in Tregs with AZD8701, a novel antisense oligonucleotide to relieve immunosuppression in cancer."
pubmed_discovery_35221287,35221287,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"sso_splice_oligo_safety_2020_2026; score=4; Absorption, Distribution, Metabolism, and Excretion of US Food and Drug Administration-Approved Antisense Oligonucleotide Drugs."
pubmed_discovery_35208958,35208958,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Effect of Cationic Lipid Nanoparticle Loaded siRNA with Stearylamine against Chikungunya Virus.
pubmed_discovery_35080855,35080855,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Gene Regulation Using Nanodiscs Modified with HIF-1-α Antisense Oligonucleotides.
pubmed_discovery_34928745,34928745,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Quantification of Antisense Oligonucleotides by Splint Ligation and Quantitative Polymerase Chain Reaction.
pubmed_discovery_34797383,34797383,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=4; Pharmacology and toxicology of eteplirsen and SRP-5051 for DMD exon 51 skipping: an update.
pubmed_discovery_34788571,34788571,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"sso_splice_oligo_safety_2020_2026; score=4; Long-Term Safety and Efficacy Data of Golodirsen in Ambulatory Patients with Duchenne Muscular Dystrophy Amenable to Exon 53 Skipping: A First-in-human, Multicenter, Two-Part, Open-Label, Phase 1/2 Trial."
pubmed_discovery_35423918,35423918,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=4; Evaluation of DNA segments in 2'-modified RNA sequences in designing efficient splice switching antisense oligonucleotides.
pubmed_discovery_34832896,34832896,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026; score=4; Intramuscular Evaluation of Chimeric Locked Nucleic Acid/2'OMethyl-Modified Antisense Oligonucleotides for Targeted Exon 23 Skipping in Mdx Mice.
pubmed_discovery_34760338,34760338,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Drug discovery and development scheme for liver-targeting bridged nucleic acid antisense oligonucleotides.
pubmed_discovery_34757287,34757287,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Difference in the lipid nanoparticle technology employed in three approved siRNA (Patisiran) and mRNA (COVID-19 vaccine) drugs.
pubmed_discovery_34698059,34698059,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"sso_splice_oligo_safety_2020_2026; score=4; Renadirsen, a Novel 2'OMeRNA/ENA(®) Chimera Antisense Oligonucleotide, Induces Robust Exon 45 Skipping for Dystrophin In Vivo."
pubmed_discovery_34683974,34683974,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Development of siRNA-Loaded Lipid Nanoparticles Targeting Long Non-Coding RNA LINC01257 as a Novel and Safe Therapeutic Approach for t(8;21) Pediatric Acute Myeloid Leukemia.
pubmed_discovery_34629736,34629736,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Karnovsky's fixative prevents artifacts appearing as vacuolation derived from tissue processing in kidneys treated with antisense oligonucleotide.
pubmed_discovery_34417625,34417625,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Towards next generation antisense oligonucleotides: mesylphosphoramidate modification improves therapeutic index and duration of effect of gapmer antisense oligonucleotides.
pubmed_discovery_34141070,34141070,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"gapmer_aso_hepatotoxicity_2020_2026; score=4; Site-specific Incorporation of 2',5'-Linked Nucleic Acids Enhances Therapeutic Profile of Antisense Oligonucleotides."
pubmed_discovery_34105177,34105177,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,"sso_splice_oligo_safety_2020_2026; score=4; Safety, tolerability, and pharmacokinetics of casimersen in patients with Duchenne muscular dystrophy amenable to exon 45 skipping: A randomized, double-blind, placebo-controlled, dose-titration trial."
pubmed_discovery_34061681,34061681,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=4; Antisense Oligonucleotide-Induced Amyloid Precursor Protein Splicing Modulation as a Therapeutic Approach for Dutch-Type Cerebral Amyloid Angiopathy.
pubmed_discovery_34042551,34042551,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; cRGD peptide-conjugated polyethylenimine-based lipid nanoparticle for intracellular delivery of siRNA in hepatocarcinoma therapy.
pubmed_discovery_33980578,33980578,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; An oral antisense oligonucleotide for PCSK9 inhibition.
pubmed_discovery_33899154,33899154,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Nusinersen treatment in adult patients with spinal muscular atrophy: a safety analysis of laboratory parameters.
pubmed_discovery_33862193,33862193,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Distribution and biotransformation of therapeutic antisense oligonucleotides and conjugates.
pubmed_discovery_33860461,33860461,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026; score=4; Reconditioning the Neurogenic Niche of Adult Non-human Primates by Antisense Oligonucleotide-Mediated Attenuation of TGFβ Signaling.
pubmed_discovery_33738134,33738134,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Selective suppression of polyglutamine-expanded protein by lipid nanoparticle-delivered siRNA targeting CAG expansions in the mouse CNS.
pubmed_discovery_33626278,33626278,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Glucagon Like Peptide 1 Receptor Agonists for Targeted Delivery of Antisense Oligonucleotides to Pancreatic Beta Cell.
pubmed_discovery_33542028,33542028,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Potent and Selective Knockdown of Tyrosine Kinase 2 by Antisense Oligonucleotides.
pubmed_discovery_33326082,33326082,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026; score=4; In Vivo Administration of Therapeutic Antisense Oligonucleotides.
pubmed_discovery_33026966,33026966,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026; score=4; Antisense Oligonucleotides as Potential Therapeutics for Type 2 Diabetes.
pubmed_discovery_33288723,33288723,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Mesyl phosphoramidate backbone modified antisense oligonucleotides targeting miR-21 with enhanced in vivo therapeutic potency.
pubmed_discovery_33096948,33096948,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_rna_safety_toxicity_2020_2026; score=4; Co-delivery of paclitaxel and anti-VEGF siRNA by tripeptide lipid nanoparticle to enhance the anti-tumor activity for lung cancer therapy.
pubmed_discovery_32865781,32865781,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Knocking Down Long Noncoding RNAs Using Antisense Oligonucleotide Gapmers.
pubmed_discovery_32865780,32865780,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Development and Clinical Applications of Antisense Oligonucleotide Gapmers.
pubmed_discovery_32731935,32731935,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,galnac_conjugate_clinical_safety_2020_2026; score=4; Targeting RNA With Antisense Oligonucleotides and Small Interfering RNA: JACC State-of-the-Art Review.
pubmed_discovery_32589504,32589504,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Gapmer Antisense Oligonucleotides Targeting 5S Ribosomal RNA Can Reduce Mature 5S Ribosomal RNA by Two Mechanisms.
pubmed_discovery_32485363,32485363,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026; score=4; Antisense oligonucleotide-based therapies for the treatment of osteoarthritis: Opportunities and roadblocks.
pubmed_discovery_32343462,32343462,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_kidney_toxicity_2020_2026; score=4; Early data on long-term efficacy and safety of inotersen in patients with hereditary transthyretin amyloidosis: a 2-year update from the open-label extension of the NEURO-TTR trial.
pubmed_discovery_32269522,32269522,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026; score=4; Pharmacokinetic Studies of Antisense Oligonucleotides Using MALDI-TOF Mass Spectrometry.
pubmed_discovery_31873063,31873063,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,locked_nucleic_acid_safety_2020_2026; score=4; Systemic Evaluation of Chimeric LNA/2'-O-Methyl Steric Blockers for Myotonic Dystrophy Type 1 Therapy.
pubmed_discovery_31738395,31738395,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,oligo_drug_discovery_safety_review_2020_2026; score=4; Antisense oligonucleotide therapeutics in neurodegenerative diseases: the case of polyglutamine disorders.
pubmed_discovery_31617782,31617782,literature_discovery,derived_annotations_only,abstract_metadata_only,core,gapmer_aso_hepatotoxicity_2020_2026; score=4; Effect of modular conjugation strategy for N-acetylgalactosamine-targeted antisense oligonucleotides.
pubmed_discovery_42174585,42174585,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,rnai_screen_offtarget_2020_2026; score=3; ALDH18A1 regulates glutamine metabolism and tumor microenvironment in the attenuation of clear cell renal cell carcinoma.
pubmed_discovery_42155080,42155080,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_innate_immune_tlr_2020_2026; score=3; The essential role of the redox balance in adrenal steroidogenesis.
pubmed_discovery_42104888,42104888,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026; score=3; Properties of Stereopure Phosphorothioate Groups in RNA-PROTACs.
pubmed_discovery_42041567,42041567,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"oligo_nonclinical_safety_2020_2026; score=3; Astro-Versus Microglia-Enriched Transcriptomes from Aged Atxn2-CAG100-Knockin Mice Suggest Underlying Pathology of RNA Processing at Ribosomes, and Possibly at U-Bodies."
pubmed_discovery_41985321,41985321,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,rnai_screen_offtarget_2020_2026; score=3; Integrated spatial and single‑cell transcriptomics maps disulfidptosis in renal cell carcinoma and reveals PDLIM1 as a prognostic biomarker and potential therapeutic target.
pubmed_discovery_41975505,41975505,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=3; DNA base lesion-containing G-quadruplex mediates transcriptome reprogramming in EGFR-TKI resistance of non-small cell lung cancer.
pubmed_discovery_41972721,41972721,literature_discovery,derived_annotations_only,abstract_metadata_only,core,"sirna_seed_transcriptome_2023_2026; score=3; 2,3-Bisphosphoglycerate Mutase (BPGM), a Metabolic Player Shaping Stress-Adaptive Transcriptional States in Clear Cell Renal Cell Carcinoma."
pubmed_discovery_41957211,41957211,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_transcriptome_2023_2026; score=3; Global stabilization of the transcriptome in mitotic cells.
pubmed_discovery_41936854,41936854,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,rnai_screen_offtarget_2020_2026; score=3; Reduced NR2F6 expression reshapes the VPA-induced transcriptome in human hepatocytes and increases lipid accumulation.
pubmed_discovery_41885504,41885504,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026; score=3; SLC38A6 expression in renal tubular cells accelerates cisplatin-induced acute kidney injury by promoting cell apoptosis.
pubmed_discovery_41874705,41874705,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,rnai_screen_offtarget_2020_2026; score=3; Transcriptome sequencing (RNA-Seq) reveals non-coding pseudogene CDC27P9 role in cervical cancer.
pubmed_discovery_41867107,41867107,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026; score=3; Phosphorothioate Modification-Regulated One-Pot CRISPR Assay for Arbovirus Detection.
pubmed_discovery_41821648,41821648,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026; score=3; A Cross-Tissue Transcriptome Association Study Revealed Novel Susceptibility Genes for Chronic Obstructive Pulmonary Disease.
pubmed_discovery_41806728,41806728,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=3; Dual-emitting persistent luminescence-based Ratiometric Aptasensor without complementary-strand and in-situ excitation for accurate detection of bioactive Lactoferrin.
pubmed_discovery_41801682,41801682,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,lnp_oligo_delivery_safety_2023_2026; score=3; Complementary Strand-Free Persistent Luminescence Ratiometric Aptasensor for Ultrasensitive and Selective Carbendazim Assay.
pubmed_discovery_41761314,41761314,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,rnai_screen_offtarget_2020_2026; score=3; Targeted inhibition of RGS19 alleviates renal fibrosis by restoring autophagy and modulating immune cell infiltration.
pubmed_discovery_41747986,41747986,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,rnai_screen_offtarget_2020_2026; score=3; Ovary-specific transcriptomes and the essential role of vitelline membrane protein 26Ab in embryonic desiccation resistance and female fertility of Zeugodacus tau.
pubmed_discovery_41722940,41722940,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026; score=3; The expanding role of complement inhibitors in the treatment of IgA nephropathy.
pubmed_discovery_41632099,41632099,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_nonclinical_safety_2020_2026; score=3; Targeting HIF-2α in renal cell carcinoma: Expanding upon belzutifan.
pubmed_discovery_41628994,41628994,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026; score=3; Effects of abamectin sublethal doses on the invasive pest Tuta absoluta: Integration of population parameters and transcriptome analysis.
pubmed_discovery_41589899,41589899,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026; score=3; Enhancing Global Oilseed Production and Sustainable Agriculture through Nanoenabled Strategies.
pubmed_discovery_41325832,41325832,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026; score=3; Recent advancements in aptamer-mediated theranostics in the management of hematological disorders.
pubmed_discovery_41676392,41676392,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026; score=3; Using transcriptome analysis to evaluate the impact of dsAllim cotton on non-target organism O. similis.
pubmed_discovery_41647638,41647638,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026; score=3; Silencing of a glycosyltransferase-like protein in citrus reduces male and female fertility impacting seed development in self-pollinated fruit.
pubmed_discovery_41201497,41201497,literature_discovery,derived_annotations_only,abstract_metadata_only,core,sirna_seed_toxicity_broad_2020_2026; score=3; RNAI-based strategies and nanomaterial-mediated delivery for green control of clubroot disease in rapeseed.
pubmed_discovery_40926402,40926402,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026; score=3; Phosphorothioate-Modified DNA Aptamer-Based PROTACs for Targeted Degradation of Estrogen Receptor α.
pubmed_discovery_40593724,40593724,literature_discovery,derived_annotations_only,abstract_metadata_only,core,oligo_chemistry_toxicity_mechanism_2020_2026; score=3; Scalable modulation of CRISPR‒Cas enzyme activity using photocleavable phosphorothioate DNA.
pubmed_discovery_40492356,40492356,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026; score=3; Cellular Inflammation-Induced Cleavage of Phosphorothioate DNA Locker Activates CRISPR/Cas9 Regulator for Gene Editing.
pubmed_discovery_40258523,40258523,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=3; Excision repair cross complementation group 1 gene exon 3 skipping isoform presents selective cGAS-STING activation in platinum-sensitive lung adenocarcinoma.
pubmed_discovery_40181163,40181163,literature_discovery,derived_annotations_only,abstract_metadata_only,secondary,sso_splice_oligo_safety_2020_2026; score=3; Is dystrophin immunogenicity a barrier to advancing gene therapy for Duchenne muscular dystrophy?
pubmed_discovery_40087953,40087953,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_thrombocytopenia_complement_2020_2026; score=3; ANCA Negative Vasculitis Manifesting as Pulmonary-Renal Syndrome in a Patient with Chronic Osteomyelitis.
pubmed_discovery_40043710,40043710,literature_discovery,derived_annotations_only,abstract_metadata_only,core,aso_immune_complement_safety_2023_2026; score=3; Germline variants and mosaic chromosomal alterations affect COVID-19 vaccine immunogenicity.
