id,queue_id,pmid,doi,evidence_domain,candidate_modality,source_location,matched_terms,candidate_signal,suggested_evidence_grade,confidence_label,validation_status,curator_decision,redistribution_level,source_title
6479,20765,41060642,10.1021/acs.biomac.5c00919,toxicity,ASO/siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Rational Design of DNA Nanostructures as TLR9 Agonists.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Rational Design of DNA Nanostructures as TLR9 Agonists.
6482,20780,41056639,10.1016/j.biopha.2025.118566,delivery,ASO/siRNA,PubMed abstract sentence 4,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Membrane-coated BLM gene silencing plasmids and doxorubicin nanoparticles targeted for synergistic inhibition of triple-negative breast cancer.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Membrane-coated BLM gene silencing plasmids and doxorubicin nanoparticles targeted for synergistic inhibition of triple-negative breast cancer.
6502,20854,41046076,10.1016/j.bcp.2025.117376,delivery,ASO/siRNA,PubMed abstract sentence 9,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Cancer-associated transporters: Molecular drivers and drug delivery gateways.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Cancer-associated transporters: Molecular drivers and drug delivery gateways.
6511,20899,41035287,10.1021/acs.jafc.5c08250,delivery,ASO/siRNA,PubMed abstract sentence 6,nanoparticle;uptake,"delivery candidate; matched derived terms: nanoparticle, uptake; source title: Standardized Synergistic Strategy for Insect Growth Regulators: Incorporation of RNA Pesticides via a Co-Delivery Nanoplatform Achieves High Control Efficacy with Low-Dosage Application.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Standardized Synergistic Strategy for Insect Growth Regulators: Incorporation of RNA Pesticides via a Co-Delivery Nanoplatform Achieves High Control Efficacy with Low-Dosage Application.
6512,20900,41035287,10.1021/acs.jafc.5c08250,toxicity,ASO/siRNA,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Standardized Synergistic Strategy for Insect Growth Regulators: Incorporation of RNA Pesticides via a Co-Delivery Nanoplatform Achieves High Control Efficacy with Low-Dosage Application.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Standardized Synergistic Strategy for Insect Growth Regulators: Incorporation of RNA Pesticides via a Co-Delivery Nanoplatform Achieves High Control Efficacy with Low-Dosage Application.
6527,20981,41021291,10.1039/d5bm01104c,delivery,ASO/siRNA,PubMed abstract sentence 5,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Mimicking the osteosarcoma surfaceome on nanoparticles for targeted gene therapy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Mimicking the osteosarcoma surfaceome on nanoparticles for targeted gene therapy.
6532,20994,41020263,10.1016/j.omtm.2025.101585,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Design of cationic ionizable lipids for the delivery of therapeutic nucleic acids.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Design of cationic ionizable lipids for the delivery of therapeutic nucleic acids.
6542,21034,41012432,10.3390/pharmaceutics17091094,toxicity,ASO/siRNA,PubMed abstract sentence 5,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Lysozyme Amyloid for Synthetic RNA Delivery.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Lysozyme Amyloid for Synthetic RNA Delivery.
6545,21065,41006757,10.1038/s42003-025-08772-8,assay,ASO/siRNA,PubMed abstract sentence 3,preclinical;model,"assay candidate; matched derived terms: preclinical, model; source title: Isolation, characterization and testing of RNA aptamers targeting glutamate receptors in a rat spinal cord injury pain model.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Isolation, characterization and testing of RNA aptamers targeting glutamate receptors in a rat spinal cord injury pain model."
6549,21081,41004573,10.1126/sciadv.adx2681,delivery,ASO/siRNA,PubMed abstract sentence 5,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Targeted inhibition of hepatic de novo ceramide synthesis ameliorates MASH.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Targeted inhibition of hepatic de novo ceramide synthesis ameliorates MASH.
6556,21120,40997974,10.1016/j.ijbiomac.2025.147854,delivery,ASO/siRNA,PubMed abstract sentence 4,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: RNA nanoparticles: Emerging biomolecular scaffolds for precision diagnostics and targeted therapeutics.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,RNA nanoparticles: Emerging biomolecular scaffolds for precision diagnostics and targeted therapeutics.
6561,21157,40988331,10.1111/1750-3841.70571,chemistry,ASO/siRNA,PubMed abstract sentence 5,chemical;modified,"chemistry candidate; matched derived terms: chemical, modified; source title: An Electrochemical Aptamer-Based (E-AB) Sensor Using Ti(3)C(2)T(x)(MXene) and cDNA-PAA for Detection of AFB1.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,An Electrochemical Aptamer-Based (E-AB) Sensor Using Ti(3)C(2)T(x)(MXene) and cDNA-PAA for Detection of AFB1.
6564,21166,40987379,10.1016/j.actatropica.2025.107848,assay,ASO/siRNA,PubMed abstract sentence 3,model;experiment,"assay candidate; matched derived terms: model, experiment; source title: Efficacy assessment of a novel and two licensed Leishmania vaccines intended for dogs in an experimental hamster challenge model.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Efficacy assessment of a novel and two licensed Leishmania vaccines intended for dogs in an experimental hamster challenge model.
6573,21195,40978076,10.2147/JMDH.S539699,assay,ASO/siRNA,PubMed abstract sentence 7,phase;trial,"assay candidate; matched derived terms: phase, trial; source title: Clinical Research for Inherited Retinal Disease Related Pediatric Blindness: A Preliminary Descriptive Analysis Based on ClinicalTrials.gov.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Clinical Research for Inherited Retinal Disease Related Pediatric Blindness: A Preliminary Descriptive Analysis Based on ClinicalTrials.gov.
6574,21204,40975846,10.1007/s00604-025-07506-1,chemistry,ASO/siRNA,PubMed abstract sentence 5,chemical;modified,"chemistry candidate; matched derived terms: chemical, modified; source title: Detection of malachite green by electrochemical sensor constructed from modified high-affinity aptamer.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Detection of malachite green by electrochemical sensor constructed from modified high-affinity aptamer.
6575,21207,40975509,10.1016/j.cellsig.2025.112148,assay,ASO/siRNA,PubMed abstract sentence 1,model;trial,"assay candidate; matched derived terms: model, trial; source title: LRRc17-RANKL pathway regulates mitophagy and contributes to atrial remodeling in diabetes.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,LRRc17-RANKL pathway regulates mitophagy and contributes to atrial remodeling in diabetes.
6579,21213,40975447,10.1016/j.ijpharm.2025.126169,toxicity,ASO/siRNA,PubMed abstract sentence 1,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Stimuli-responsive liposomes and niosomes in leukemia therapy: targeted delivery and clinical translation.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Stimuli-responsive liposomes and niosomes in leukemia therapy: targeted delivery and clinical translation.
6580,21216,40975443,10.1016/j.ijpharm.2025.126189,delivery,ASO/siRNA,PubMed abstract sentence 4,delivery;lnp,"delivery candidate; matched derived terms: delivery, lnp; source title: Small nucleic acid therapeutics: delivery breakthroughs, clinical translation, and future paradigms in precision medicine.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Small nucleic acid therapeutics: delivery breakthroughs, clinical translation, and future paradigms in precision medicine."
6583,21225,40974940,10.1016/j.scitotenv.2025.180493,delivery,siRNA,PubMed abstract sentence 7,delivery;nanoparticle;uptake,"delivery candidate; matched derived terms: delivery, nanoparticle, uptake; source title: From stability to persistence: Insights into nanoparticle-formulated dsRNA in RNAi-based fungal disease control.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,From stability to persistence: Insights into nanoparticle-formulated dsRNA in RNAi-based fungal disease control.
6589,21265,40965836,10.1097/EJA.0000000000002256,assay,ASO/siRNA,PubMed abstract sentence 10,model;experiment,"assay candidate; matched derived terms: model, experiment; source title: MRGPRX2 Triggers rocuronium bromide-induced peri-operative phase allergic shock: A case report with case control study.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,MRGPRX2 Triggers rocuronium bromide-induced peri-operative phase allergic shock: A case report with case control study.
6590,21268,40965079,10.1002/smll.202505680,toxicity,ASO/siRNA,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Natural Killer Cell-Mimicking Hypoxia-Responsive Nanomedicines for Tumor-Specific Suppression and Immune Regulation.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Natural Killer Cell-Mimicking Hypoxia-Responsive Nanomedicines for Tumor-Specific Suppression and Immune Regulation.
6592,21276,40963922,10.7150/thno.115496,toxicity,ASO/siRNA,PubMed abstract sentence 6,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Aptamer-based drug delivery for targeted therapy of imatinib-resistant gastrointestinal stromal tumor.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Aptamer-based drug delivery for targeted therapy of imatinib-resistant gastrointestinal stromal tumor.
6593,21283,40963234,10.1080/0886022X.2025.2557019,toxicity,ASO/siRNA,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Astragaloside IV reduces diabetic kidney injury by inhibiting the PKC/NOX4/MAPK pathway.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Astragaloside IV reduces diabetic kidney injury by inhibiting the PKC/NOX4/MAPK pathway.
6596,21296,40961169,10.1371/journal.ppat.1013533,toxicity,ASO/siRNA,PubMed abstract sentence 11,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: A single amino acid variant in the variable region I of AAV capsid confers liver detargeting.",B,high_candidate,curator_rejected,reject,derived_annotations_only,A single amino acid variant in the variable region I of AAV capsid confers liver detargeting.
6599,21307,40959076,10.3389/fimmu.2025.1620390,assay,ASO/siRNA,PubMed abstract sentence 6,assay;experiment,"assay candidate; matched derived terms: assay, experiment; source title: Liquid-liquid phase separation in gastric cancer: identifying novel biomarkers and therapeutic targets through gene signature analysis.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Liquid-liquid phase separation in gastric cancer: identifying novel biomarkers and therapeutic targets through gene signature analysis.
6603,21321,40956616,10.1172/JCI193956,assay,ASO/siRNA,PubMed abstract sentence 3,phase;trial,"assay candidate; matched derived terms: phase, trial; source title: Open-label phase IV trial evaluating nusinersen after onasemnogene abeparvovec in children with spinal muscular atrophy.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Open-label phase IV trial evaluating nusinersen after onasemnogene abeparvovec in children with spinal muscular atrophy.
6606,21330,40953655,10.1016/j.fsi.2025.110877,delivery,siRNA,PubMed abstract sentence 6,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: A comparative review of RNAi delivery systems for shrimp aquaculture and future directions.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,A comparative review of RNAi delivery systems for shrimp aquaculture and future directions.
6613,21381,40942007,10.3390/molecules30173479,assay,ASO/siRNA,PubMed abstract sentence 4,phase;trial,"assay candidate; matched derived terms: phase, trial; source title: Biologics as Therapeutical Agents Under Perspective Clinical Studies for Alzheimer's Disease.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Biologics as Therapeutical Agents Under Perspective Clinical Studies for Alzheimer's Disease.
6617,21401,40939664,10.1016/j.ijantimicag.2025.107617,toxicity,ASO/siRNA,PubMed abstract sentence 4,safety;risk;adverse,"toxicity candidate; matched derived terms: safety, risk, adverse; source title: Evaluation of the effect of two adjuvants co-administered with nasal recombinant hemagglutinin influenza vaccine on immune cells in mice.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Evaluation of the effect of two adjuvants co-administered with nasal recombinant hemagglutinin influenza vaccine on immune cells in mice.
6623,21429,40932871,10.3389/fphar.2025.1645634,toxicity,ASO/siRNA,PubMed abstract sentence 3,toxicity;toxic;hepatotoxicity,"toxicity candidate; matched derived terms: toxicity, toxic, hepatotoxicity; source title: Berberine protects against gefitinib-induced liver injury by inhibiting the HMGB1/TLR4/NF-κB pathway.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Berberine protects against gefitinib-induced liver injury by inhibiting the HMGB1/TLR4/NF-κB pathway.
6627,21451,40930163,10.1016/j.jconrel.2025.114192,delivery,ASO/siRNA,PubMed abstract sentence 1,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Hydrodynamic focusing to synthesize lipid-based nanoparticles: Computational and experimental analysis of chip design and formulation parameters.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Hydrodynamic focusing to synthesize lipid-based nanoparticles: Computational and experimental analysis of chip design and formulation parameters.
6628,21454,40930161,10.1016/j.jconrel.2025.114198,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle;lnp,"delivery candidate; matched derived terms: delivery, nanoparticle, lnp; source title: Pulmonary delivery of small circular RNA vaccines for influenza prevention.",C,high_candidate,curator_rejected,reject,derived_annotations_only,Pulmonary delivery of small circular RNA vaccines for influenza prevention.
6635,21469,40928544,10.1007/s10142-025-01692-0,assay,ASO/siRNA,PubMed abstract sentence 6,assay;model,"assay candidate; matched derived terms: assay, model; source title: Key copper homeostasis genes and inflammatory mechanisms in ischemic stroke: A bioinformatics and experimental study.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Key copper homeostasis genes and inflammatory mechanisms in ischemic stroke: A bioinformatics and experimental study.
6637,21483,40925520,10.1016/j.addr.2025.115685,toxicity,ASO/siRNA,PubMed abstract sentence 6,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Aptamers as target-specific recognition elements in drug delivery.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Aptamers as target-specific recognition elements in drug delivery.
6640,21498,40923283,10.1039/d5lc00156k,assay,ASO/siRNA,PubMed abstract sentence 1,preclinical;model,"assay candidate; matched derived terms: preclinical, model; source title: Preclinical assessment of pan-influenza A virus CRISPR RNA therapeutics in a human lung alveolus chip.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Preclinical assessment of pan-influenza A virus CRISPR RNA therapeutics in a human lung alveolus chip.
6649,21557,40915452,10.1016/j.ijbiomac.2025.147380,chemistry,ASO/siRNA,PubMed abstract sentence 1,chemical;modification,"chemistry candidate; matched derived terms: chemical, modification; source title: Polysaccharide copolymeric conjugates and their applications in targeted cancer therapy.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Polysaccharide copolymeric conjugates and their applications in targeted cancer therapy.
6650,21558,40915452,10.1016/j.ijbiomac.2025.147380,delivery,ASO/siRNA,PubMed abstract sentence 5,delivery;route,"delivery candidate; matched derived terms: delivery, route; source title: Polysaccharide copolymeric conjugates and their applications in targeted cancer therapy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Polysaccharide copolymeric conjugates and their applications in targeted cancer therapy.
6666,21638,40898653,10.1002/smll.202502667,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Engineered Bionanomaterials for Precision Delivery of Nucleic Acid Drugs.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Engineered Bionanomaterials for Precision Delivery of Nucleic Acid Drugs.
6670,21656,40896585,10.1016/j.omtn.2025.102644,toxicity,siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: RNAi delivery mediated by milk extracellular vesicles in colon cancer.",B,high_candidate,machine_precurated_v1,accept,derived_annotations_only,RNAi delivery mediated by milk extracellular vesicles in colon cancer.
6675,21679,40891081,10.1021/acs.est.5c04320,toxicity,ASO/siRNA,PubMed abstract sentence 3,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Perfluorodecanoic Acid (PFDA) Disrupts Immune Regulation via the Toll-like Receptor Signaling Pathway in Zebrafish.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Perfluorodecanoic Acid (PFDA) Disrupts Immune Regulation via the Toll-like Receptor Signaling Pathway in Zebrafish.
6684,21716,40884558,10.1093/eurheartj/ehaf685,assay,ASO/siRNA,PubMed abstract sentence 4,phase;trial,"assay candidate; matched derived terms: phase, trial; source title: Inclisiran-based treatment strategy in hypercholesterolaemia: the VICTORION-Difference trial.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Inclisiran-based treatment strategy in hypercholesterolaemia: the VICTORION-Difference trial.
6690,21740,40881396,10.1021/jacsau.5c00592,toxicity,ASO/siRNA,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Synergistic Effect of Guanidinium and Tertiary Amine Groups on Boosting Gene Delivery.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Synergistic Effect of Guanidinium and Tertiary Amine Groups on Boosting Gene Delivery.
6691,21743,40880664,10.1039/d5cb00137d,chemistry,ASO/siRNA,PubMed abstract sentence 3,chemical;modification;phosphorothioate;2'-o;2'-moe,"chemistry candidate; matched derived terms: chemical, modification, phosphorothioate, 2'-o, 2'-moe; source title: Characterization of nuclease stability and poly(A)-binding protein binding activity of chemically modified poly(A) tail for in vivo applications.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Characterization of nuclease stability and poly(A)-binding protein binding activity of chemically modified poly(A) tail for in vivo applications.
6694,21754,40879532,10.1177/21593337251371708,delivery,ASO/siRNA,PubMed abstract sentence 6,delivery;conjugated,"delivery candidate; matched derived terms: delivery, conjugated; source title: In Vivo Phage Display for the Identification of Muscle Homing Peptides to Improve the Delivery of Phosphorodiamidate Morpholino Oligomers for Duchenne Muscular Dystrophy Therapy.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,In Vivo Phage Display for the Identification of Muscle Homing Peptides to Improve the Delivery of Phosphorodiamidate Morpholino Oligomers for Duchenne Muscular Dystrophy Therapy.
6697,21765,40878212,10.1039/d5tb01565k,chemistry,ASO/siRNA,PubMed abstract sentence 4,chemical;modified,"chemistry candidate; matched derived terms: chemical, modified; source title: Competitive electrochemical assay of CA19-9 on gold nanoparticles/porous carbons nanohybrid amplified by polyoxometalate/aptamer/graphene quantum dot-decorated gold nanotags.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Competitive electrochemical assay of CA19-9 on gold nanoparticles/porous carbons nanohybrid amplified by polyoxometalate/aptamer/graphene quantum dot-decorated gold nanotags.
6705,21795,40874945,10.1002/asia.202500684,delivery,ASO/siRNA,PubMed abstract sentence 3,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Non-Viral Gene Delivery Systems: Current Advances and Therapeutic Applications.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Non-Viral Gene Delivery Systems: Current Advances and Therapeutic Applications.
6715,21847,40867568,10.3390/biom15081123,delivery,ASO/siRNA,PubMed abstract sentence 4,nanoparticle;uptake,"delivery candidate; matched derived terms: nanoparticle, uptake; source title: Aptamer-Coated PLGA Nanoparticles Selectively Internalize into Epithelial Ovarian Cancer Cells In Vitro and In Vivo.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Aptamer-Coated PLGA Nanoparticles Selectively Internalize into Epithelial Ovarian Cancer Cells In Vitro and In Vivo.
6716,21850,40867257,10.3390/cancers17162628,delivery,ASO/siRNA,PubMed abstract sentence 2,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Nanoparticle-Based Delivery Strategies for Combating Drug Resistance in Cancer Therapeutics.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Nanoparticle-Based Delivery Strategies for Combating Drug Resistance in Cancer Therapeutics.
6721,21885,40858890,10.1038/s41598-025-17382-7,delivery,ASO/siRNA,PubMed abstract sentence 1,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Lipid membrane-camouflaged biomimetic nanoparticle for MicroRNA based therapeutic delivery to intestinal epithelial cells.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Lipid membrane-camouflaged biomimetic nanoparticle for MicroRNA based therapeutic delivery to intestinal epithelial cells.
6722,21886,40858890,10.1038/s41598-025-17382-7,toxicity,ASO/siRNA,PubMed abstract sentence 7,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Lipid membrane-camouflaged biomimetic nanoparticle for MicroRNA based therapeutic delivery to intestinal epithelial cells.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Lipid membrane-camouflaged biomimetic nanoparticle for MicroRNA based therapeutic delivery to intestinal epithelial cells.
6725,21897,40858064,10.1016/j.bbrc.2025.152512,delivery,ASO/siRNA,PubMed abstract sentence 3,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: RNA drugs and nonviral nanocarriers in oncology - present status and emerging concepts.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,RNA drugs and nonviral nanocarriers in oncology - present status and emerging concepts.
6726,21900,40857430,10.1002/adfm.202508291,delivery,ASO/siRNA,PubMed abstract sentence 3,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Microbubble-Controlled Delivery of Biofilm-Targeting Nanoparticles to Treat MRSA Infection.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Microbubble-Controlled Delivery of Biofilm-Targeting Nanoparticles to Treat MRSA Infection.
6728,21908,40855408,10.1186/s10020-025-01324-0,toxicity,ASO/siRNA,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: CpG-oligodeoxynucleotides challenged macrophages ameliorate acetaminophen induced liver injury by activating TLR9/IRG1/itaconate metabolic pathway.",B,high_candidate,curator_rejected,reject,derived_annotations_only,CpG-oligodeoxynucleotides challenged macrophages ameliorate acetaminophen induced liver injury by activating TLR9/IRG1/itaconate metabolic pathway.
6733,21931,40851970,10.1097/MS9.0000000000003393,assay,ASO/siRNA,PubMed abstract sentence 6,preclinical;phase;trial,"assay candidate; matched derived terms: preclinical, phase, trial; source title: Fazirsiran for the treatment of alpha-1 antitrypsin deficiency-associated liver disease findings from the SEQUOIA phase 2 trial.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Fazirsiran for the treatment of alpha-1 antitrypsin deficiency-associated liver disease findings from the SEQUOIA phase 2 trial.
6737,21965,40843962,10.1002/ardp.70083,assay,ASO/siRNA,PubMed abstract sentence 9,screen;model;trial,"assay candidate; matched derived terms: screen, model, trial; source title: Harnessing PHGDH Inhibition for Cancer Therapy: Mechanisms, SAR, Computational Aspects, and Clinical Potential.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Harnessing PHGDH Inhibition for Cancer Therapy: Mechanisms, SAR, Computational Aspects, and Clinical Potential."
6739,21995,40838562,10.1002/adhm.202503262,toxicity,ASO/siRNA,PubMed abstract sentence 2,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Harnessing Biomaterials for Gene Therapy in Autoimmune Disease.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Harnessing Biomaterials for Gene Therapy in Autoimmune Disease.
6742,22018,40832628,10.1016/j.omtn.2025.102650,delivery,ASO/siRNA,PubMed abstract sentence 2,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: A short peptide for efficient cellular mRNA delivery: A potential application for inducing an immune response.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,A short peptide for efficient cellular mRNA delivery: A potential application for inducing an immune response.
6751,22071,40819924,10.16288/j.yczz.24-378,delivery,ASO/siRNA,PubMed abstract sentence 3,nanoparticle;lnp,"delivery candidate; matched derived terms: nanoparticle, lnp; source title: Progress on nucleos(t)idyl lipid-based nanoparticles for nucleic acid drugs delivery.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Progress on nucleos(t)idyl lipid-based nanoparticles for nucleic acid drugs delivery.
6752,22072,40819924,10.16288/j.yczz.24-378,toxicity,ASO/siRNA,PubMed abstract sentence 4,toxicity;toxic,"toxicity candidate; matched derived terms: toxicity, toxic; source title: Progress on nucleos(t)idyl lipid-based nanoparticles for nucleic acid drugs delivery.",B,high_candidate,curator_rejected,reject,derived_annotations_only,Progress on nucleos(t)idyl lipid-based nanoparticles for nucleic acid drugs delivery.
6769,22163,40803052,10.1016/j.dmd.2025.100127,chemistry,ASO/siRNA,PubMed abstract sentence 14,galnac;lna,"chemistry candidate; matched derived terms: galnac, lna; source title: Nonclinical absorption, distribution, metabolism, excretion and biomarkers properties of a modified N-acetylgalactosamine-conjugated small-interfering RNA for hypercholesteremia.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,"Nonclinical absorption, distribution, metabolism, excretion and biomarkers properties of a modified N-acetylgalactosamine-conjugated small-interfering RNA for hypercholesteremia."
6775,22183,40796541,10.1038/s41467-025-61965-x,delivery,ASO/siRNA,PubMed abstract sentence 4,delivery;nanoparticle,"delivery candidate; matched derived terms: delivery, nanoparticle; source title: Dual-targeted siRubicon delivery strategy triggers hepatocellular lipophagy for mitigating liver steatosis.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Dual-targeted siRubicon delivery strategy triggers hepatocellular lipophagy for mitigating liver steatosis.
6781,22205,40792157,10.21037/tcr-2024-2472,assay,ASO/siRNA,PubMed abstract sentence 3,screen;model,"assay candidate; matched derived terms: screen, model; source title: Integrative analysis of CRISPR screening and gene expression data identifies a three-gene prognostic model associated with immune microenvironment in neuroblastoma.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Integrative analysis of CRISPR screening and gene expression data identifies a three-gene prognostic model associated with immune microenvironment in neuroblastoma.
6783,22207,40792157,10.21037/tcr-2024-2472,benchmark,ASO/siRNA,PubMed abstract sentence 7,model;dataset,"benchmark candidate; matched derived terms: model, dataset; source title: Integrative analysis of CRISPR screening and gene expression data identifies a three-gene prognostic model associated with immune microenvironment in neuroblastoma.",C,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Integrative analysis of CRISPR screening and gene expression data identifies a three-gene prognostic model associated with immune microenvironment in neuroblastoma.
6790,22232,40787487,10.1097/MS9.0000000000003505,toxicity,ASO/siRNA,PubMed abstract sentence 15,safety;adverse,"toxicity candidate; matched derived terms: safety, adverse; source title: The impact of olezarsen on hypertriglyceridemia in high cardiovascular risk patients: a systematic review, meta-analysis, and meta-regression.",B,high_candidate,curator_rejected,reject,derived_annotations_only,"The impact of olezarsen on hypertriglyceridemia in high cardiovascular risk patients: a systematic review, meta-analysis, and meta-regression."
6800,22280,40779068,10.1007/s00259-025-07493-8,assay,ASO/siRNA,PubMed abstract sentence 3,preclinical;experiment,"assay candidate; matched derived terms: preclinical, experiment; source title: Synthesis and preclinical evaluation of a (68)Ga-labeled peptide for PET imaging of transferrin receptor 1 in tumor.",B,high_candidate,candidate_needs_curator_review,pending,derived_annotations_only,Synthesis and preclinical evaluation of a (68)Ga-labeled peptide for PET imaging of transferrin receptor 1 in tumor.
